"","artist_name","edition_number","year","artist_nationality","artist_nationality_other","artist_gender","artist_race","artist_ethnicity","book","space_ratio_per_page_total","artist_unique_id","moma_count_to_year","whitney_count_to_year","artist_race_nwi"
"1853","Vincent Van Gogh",16,2020,"Dutch","Other","Male","White","Not Hispanic or Latino origin","Gardner",1.1016967354,389,12,0,"White"
"1854","Walker Evans",11,2001,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.2215694379,391,12,0,"White"
"1855","Wassily Kandinsky",3,1948,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.2873046981,393,2,0,"White"
"1856","Wassily Kandinsky",4,1959,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.6159439806,393,3,0,"White"
"1857","Wassily Kandinsky",5,1970,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.8831713804,393,5,0,"White"
"1858","Wassily Kandinsky",6,1975,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.8837517359,393,5,0,"White"
"1859","Wassily Kandinsky",7,1980,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.7312130594,393,5,0,"White"
"1860","Wassily Kandinsky",8,1986,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.7545096413,393,5,0,"White"
"1861","Wassily Kandinsky",9,1991,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.5835036496,393,5,0,"White"
"1862","Wassily Kandinsky",10,1996,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.4160840353,393,6,0,"White"
"1863","Wassily Kandinsky",11,2001,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3671173831,393,7,0,"White"
"1864","Wassily Kandinsky",12,2005,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3822948028,393,7,0,"White"
"1865","Wassily Kandinsky",13,2009,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.6337817638,393,7,0,"White"
"1866","Wassily Kandinsky",14,2013,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.4714838272,393,7,0,"White"
"1867","Wassily Kandinsky",15,2016,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.5563166847,393,7,0,"White"
"1868","Wassily Kandinsky",16,2020,"Russian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.6269943544,393,7,0,"White"
"1869","Wifredo Lam",15,2016,"Cuban","Other","Male","Black or African American","Hispanic or Latino origin","Gardner",0.3899798979,395,1,0,"Non-White"
"1870","Wifredo Lam",16,2020,"Cuban","Other","Male","Black or African American","Hispanic or Latino origin","Gardner",0.3803694158,395,1,0,"Non-White"
"1871","Wilhelm Leibl",7,1980,"German","German","Male","White","Not Hispanic or Latino origin","Gardner",0.3823353504,396,0,0,"White"
"1872","Wilhelm Leibl",8,1986,"German","German","Male","White","Not Hispanic or Latino origin","Gardner",0.4045718433,396,0,0,"White"
"1873","Wilhelm Leibl",9,1991,"German","German","Male","White","Not Hispanic or Latino origin","Gardner",0.4291970803,396,0,0,"White"
"1874","Wilhelm Leibl",10,1996,"German","German","Male","White","Not Hispanic or Latino origin","Gardner",0.389857099,396,0,0,"White"
"1875","Wilhelm Leibl",12,2005,"German","German","Male","White","Not Hispanic or Latino origin","Gardner",0.328209105,396,0,0,"White"
"1876","Wilhelm Leibl",13,2009,"German","German","Male","White","Not Hispanic or Latino origin","Gardner",0.2980907032,396,0,0,"White"
"1877","Wilhelm Leibl",14,2013,"German","German","Male","White","Not Hispanic or Latino origin","Gardner",0.2959178956,396,0,0,"White"
"1878","Wilhelm Leibl",15,2016,"German","German","Male","White","Not Hispanic or Latino origin","Gardner",0.2830988093,396,0,0,"White"
"1879","Wilhelm Leibl",16,2020,"German","German","Male","White","Not Hispanic or Latino origin","Gardner",0.281817624,396,0,0,"White"
"1880","Willem de Kooning",6,1975,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3768828117,397,5,14,"White"
"1881","Willem de Kooning",7,1980,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3058682803,397,6,14,"White"
"1882","Willem de Kooning",8,1986,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3134978229,397,7,15,"White"
"1883","Willem de Kooning",9,1991,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3215571776,397,8,16,"White"
"1884","Willem de Kooning",10,1996,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3443948024,397,8,16,"White"
"1885","Willem de Kooning",11,2001,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.409689419,397,10,16,"White"
"1886","Willem de Kooning",12,2005,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.3153149044,397,10,20,"White"
"1887","Willem de Kooning",13,2009,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.4127409736,397,11,22,"White"
"1888","Willem de Kooning",14,2013,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.6237652751,397,13,25,"White"
"1889","Willem de Kooning",15,2016,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.4694603371,397,13,26,"White"
"1890","Willem de Kooning",16,2020,"Dutch-American","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.4689801178,397,13,27,"White"
"1891","William Blake",2,1936,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.7819448794,398,0,0,"White"
"1892","William Blake",3,1948,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.5260221025,398,0,0,"White"
"1893","William Blake",4,1959,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.5007541072,398,1,0,"White"
"1894","William Blake",7,1980,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.3481740782,398,1,0,"White"
"1895","William Blake",8,1986,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.2948199599,398,1,0,"White"
"1896","William Blake",9,1991,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.4869424169,398,1,0,"White"
"1897","William Blake",10,1996,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.525834726,398,1,0,"White"
"1898","William Blake",11,2001,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.3696858762,398,1,0,"White"
"1899","William Blake",12,2005,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.349983274,398,1,0,"White"
"1900","William Blake",13,2009,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.5291479821,398,1,0,"White"
"1901","William Blake",14,2013,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.4050513923,398,1,0,"White"
"1902","William Blake",15,2016,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.4601515386,398,1,0,"White"
"1903","William Blake",16,2020,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.4089807315,398,2,0,"White"
"1904","William Henry Fox Talbot",4,1959,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.3911661729,399,1,0,"White"
"1905","William Henry Fox Talbot",9,1991,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.401054339,399,1,0,"White"
"1906","William Hogarth",5,1970,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.7667560322,400,0,0,"White"
"1907","William Hogarth",10,1996,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.7323079022,400,0,0,"White"
"1908","William Hogarth",11,2001,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.5500118092,400,0,0,"White"
"1909","William Hogarth",14,2013,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.5562387315,400,0,0,"White"
"1910","William Hunter",11,2001,"Scottish","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.4609116675,402,0,0,"White"
"1911","William Hunter",12,2005,"Scottish","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.2543259435,402,0,0,"White"
"1912","William Morris",4,1959,"British","British","Male","White","Not Hispanic or Latino origin","Gardner",0.4170751414,403,0,0,"White"
"1913","William Ronald",4,1959,"Canadian","Other","Male","White","Not Hispanic or Latino origin","Gardner",0.2922165365,404,0,0,"White"
"1914","Winslow Homer",2,1936,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4946758534,407,1,0,"White"
"1915","Winslow Homer",3,1948,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4635527247,407,1,0,"White"
"1916","Winslow Homer",4,1959,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.5000269324,407,1,0,"White"
"1917","Winslow Homer",7,1980,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.3176892767,407,1,0,"White"
"1918","Winslow Homer",8,1986,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.50411224,407,1,0,"White"
"1919","Winslow Homer",9,1991,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4203406326,407,1,0,"White"
"1920","Winslow Homer",10,1996,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4130998261,407,1,0,"White"
"1921","Winslow Homer",11,2001,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4443197922,407,1,0,"White"
"1922","Winslow Homer",12,2005,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.3747681173,407,1,0,"White"
"1923","Winslow Homer",13,2009,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.3824141279,407,1,0,"White"
"1924","Winslow Homer",14,2013,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4155764104,407,1,0,"White"
"1925","Winslow Homer",15,2016,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.415153858,407,1,0,"White"
"1926","Winslow Homer",16,2020,"American","American","Male","White","Not Hispanic or Latino origin","Gardner",0.4228184831,407,1,0,"White"
"1927","Wu Guanzhong",14,2013,"Chinese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.3725209191,408,0,0,"Non-White"
"1928","Wu Guanzhong",16,2020,"Chinese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.3538138193,408,0,0,"Non-White"
"1929","Yayoi Kusama",15,2016,"Japanese","Other","Female","Asian","Not Hispanic or Latino origin","Gardner",0.3371424153,409,2,4,"Non-White"
"1930","Yayoi Kusama",16,2020,"Japanese","Other","Female","Asian","Not Hispanic or Latino origin","Gardner",0.2849625675,409,3,4,"Non-White"
"1931","Yi Chae-Gwan",11,2001,"Korean","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.2521846953,410,0,0,"Non-White"
"1932","Yokoyama Taikan",11,2001,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.3159837034,411,0,0,"Non-White"
"1933","Yokoyama Taikan",12,2005,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.4502630539,411,0,0,"Non-White"
"1934","Yokoyama Taikan",13,2009,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.4809301465,411,0,0,"Non-White"
"1935","Yosa Buson",6,1975,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.5458818502,412,0,0,"Non-White"
"1936","Yosa Buson",11,2001,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.2280054322,412,0,0,"Non-White"
"1937","Yosa Buson",12,2005,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.5795547851,412,0,0,"Non-White"
"1938","Yosa Buson",13,2009,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.3439508113,412,0,0,"Non-White"
"1939","Yosa Buson",14,2013,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.4945217512,412,0,0,"Non-White"
"1940","Yosa Buson",15,2016,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.3400030926,412,0,0,"Non-White"
"1941","Yosa Buson",16,2020,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.3368618066,412,0,0,"Non-White"
"1942","Zhang Xiaogang",15,2016,"Chinese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.2571826195,413,0,0,"Non-White"
"1943","Zhang Xiaogang",16,2020,"Chinese","Other","Male","Asian","Not Hispanic or Latino origin","Gardner",0.2774760677,413,0,0,"Non-White"
"1944","A. R. Penck",5,1995,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.2966567629,1,2,0,"White"
"1945","A. R. Penck",6,2001,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.2689426351,1,2,0,"White"
"1946","Aaron Siskind",3,1986,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.2117072388,3,2,0,"White"
"1947","Aaron Siskind",4,1991,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.2142642966,3,3,0,"White"
"1948","Aaron Siskind",5,1995,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.2008138087,3,3,0,"White"
"1949","Aaron Siskind",6,2001,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.1939914089,3,3,0,"White"
"1950","Adolph Gottlieb",5,1995,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.3457192275,5,4,23,"White"
"1951","Adolph Gottlieb",6,2001,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.3420043346,5,4,23,"White"
"1952","Adolphe William Bouguereau",7,2007,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.4830939455,6,0,0,"White"
"1953","Adolphe William Bouguereau",8,2011,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.3500319195,6,0,0,"White"
"1954","Albert Bierstadt",7,2007,"German-American","Other","Male","White","Not Hispanic or Latino origin","Janson",0.5303039294,7,2,0,"White"
"1955","Albert Pinkham Ryder",7,2007,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.267092101,8,1,0,"White"
"1956","Albert Pinkham Ryder",8,2011,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.3021293728,8,1,0,"White"
"1957","Albert Renger-Patzsch",3,1986,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.1250080839,9,0,0,"White"
"1958","Albert Renger-Patzsch",4,1991,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.1220966388,9,0,0,"White"
"1959","Albert Renger-Patzsch",5,1995,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.1170327229,9,0,0,"White"
"1960","Albert Renger-Patzsch",6,2001,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.1130566815,9,0,0,"White"
"1961","Alexander Cozens",2,1977,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.3582902553,11,0,0,"White"
"1962","Alexander Cozens",3,1986,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.3434361874,11,0,0,"White"
"1963","Alexander Cozens",4,1991,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.4428128796,11,0,0,"White"
"1964","Alexander Cozens",5,1995,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.3057846633,11,0,0,"White"
"1965","Alexander Cozens",6,2001,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.2920893373,11,0,0,"White"
"1966","Alexander Gardner",3,1986,"Scottish","Other","Male","White","Not Hispanic or Latino origin","Janson",0.2649700918,12,0,0,"White"
"1967","Alexander Gardner",4,1991,"Scottish","Other","Male","White","Not Hispanic or Latino origin","Janson",0.2714014423,12,0,0,"White"
"1968","Alexander Gardner",5,1995,"Scottish","Other","Male","White","Not Hispanic or Latino origin","Janson",0.2647091115,12,0,0,"White"
"1969","Alexander Gardner",6,2001,"Scottish","Other","Male","White","Not Hispanic or Latino origin","Janson",0.180764722,12,0,0,"White"
"1970","Alexander Rodchenko",7,2007,"Russian","Other","Male","White","Not Hispanic or Latino origin","Janson",0.1972471933,13,4,0,"White"
"1971","Alexander Rodchenko",8,2011,"Russian","Other","Male","White","Not Hispanic or Latino origin","Janson",0.2030544811,13,4,0,"White"
"1972","Alfred Stieglitz",3,1986,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.7056907961,15,3,0,"White"
"1973","Alfred Stieglitz",4,1991,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.7046914643,15,3,0,"White"
"1974","Alfred Stieglitz",5,1995,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.6695966934,15,3,0,"White"
"1975","Alfred Stieglitz",6,2001,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.7825789793,15,4,0,"White"
"1976","Alfred Stieglitz",7,2007,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.7459824178,15,4,0,"White"
"1977","Alfred Stieglitz",8,2011,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.3567350062,15,4,1,"White"
"1978","Ando Hiroshige",7,2007,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Janson",0.3207692061,19,0,0,"Non-White"
"1979","Ando Hiroshige",8,2011,"Japanese","Other","Male","Asian","Not Hispanic or Latino origin","Janson",0.3139006471,19,0,0,"Non-White"
"1980","André Derain",7,2007,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.326266259,20,16,0,"White"
"1981","André Derain",8,2011,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.3585333954,20,16,0,"White"
"1982","André Kertész",3,1986,"Hungarian","Other","Male","White","Not Hispanic or Latino origin","Janson",0.1733983099,21,3,0,"White"
"1983","André Kertész",4,1991,"Hungarian","Other","Male","White","Not Hispanic or Latino origin","Janson",0.1705611821,21,3,0,"White"
"1984","André Kertész",5,1995,"Hungarian","Other","Male","White","Not Hispanic or Latino origin","Janson",0.1506103565,21,3,0,"White"
"1985","André Kertész",6,2001,"Hungarian","Other","Male","White","Not Hispanic or Latino origin","Janson",0.1974555412,21,3,0,"White"
"1986","André Masson",7,2007,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.2868168204,22,2,0,"White"
"1987","Andy Warhol",4,1991,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.4135641026,26,2,2,"White"
"1988","Andy Warhol",5,1995,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.3820678309,26,3,2,"White"
"1989","Andy Warhol",6,2001,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.3602697595,26,5,2,"White"
"1990","Andy Warhol",7,2007,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.5704000802,26,6,8,"White"
"1991","Andy Warhol",8,2011,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.5467102937,26,7,11,"White"
"1992","Angelica Kauffmann",4,1991,"Swiss","Other","Female","White","Not Hispanic or Latino origin","Janson",0.2475942982,27,0,0,"White"
"1993","Angelica Kauffmann",5,1995,"Swiss","Other","Female","White","Not Hispanic or Latino origin","Janson",0.2418893605,27,0,0,"White"
"1994","Angelica Kauffmann",6,2001,"Swiss","Other","Female","White","Not Hispanic or Latino origin","Janson",0.2292625742,27,0,0,"White"
"1995","Angelica Kauffmann",7,2007,"Swiss","Other","Female","White","Not Hispanic or Latino origin","Janson",0.7327248196,27,0,0,"White"
"1996","Angelica Kauffmann",8,2011,"Swiss","Other","Female","White","Not Hispanic or Latino origin","Janson",0.796522892,27,0,0,"White"
"1997","Anne Louis Girodet Trioson",5,1995,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.4842677157,28,0,0,"White"
"1998","Anne Louis Girodet Trioson",6,2001,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.484033759,28,0,0,"White"
"1999","Anne Louis Girodet Trioson",7,2007,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.5290105052,28,0,0,"White"
"2000","Anne Louis Girodet Trioson",8,2011,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.5888906932,28,0,0,"White"
"2001","Annette Lemieux",4,1991,"American","American","Female","White","Not Hispanic or Latino origin","Janson",0.3605081815,29,0,1,"White"
"2002","Annette Lemieux",5,1995,"American","American","Female","White","Not Hispanic or Latino origin","Janson",0.3488161937,29,1,1,"White"
"2003","Ansel Adams",3,1986,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.512129892,30,27,0,"White"
"2004","Ansel Adams",4,1991,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.5183155364,30,28,0,"White"
"2005","Ansel Adams",5,1995,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.4880166748,30,28,0,"White"
"2006","Ansel Adams",6,2001,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.4646661102,30,29,0,"White"
"2007","Anselm Kiefer",3,1986,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.291685529,32,1,0,"White"
"2008","Anselm Kiefer",4,1991,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.3702010902,32,2,0,"White"
"2009","Anselm Kiefer",5,1995,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.5307222087,32,2,0,"White"
"2010","Anselm Kiefer",6,2001,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.2733515308,32,2,0,"White"
"2011","Anselm Kiefer",7,2007,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.4572254611,32,2,0,"White"
"2012","Anselm Kiefer",8,2011,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.4832762046,32,2,0,"White"
"2013","Antoine Jean Gros",1,1963,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.2388176002,33,0,0,"White"
"2014","Antoine Jean Gros",1.1,1969,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.2374526059,33,0,0,"White"
"2015","Antoine Jean Gros",2,1977,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.2616244682,33,0,0,"White"
"2016","Antoine Jean Gros",3,1986,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.2963901343,33,0,0,"White"
"2017","Antoine Jean Gros",4,1991,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.3380614457,33,0,0,"White"
"2018","Antoine Jean Gros",5,1995,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.3139345743,33,0,0,"White"
"2019","Antoine Jean Gros",6,2001,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.6501546489,33,0,0,"White"
"2020","Antoine Jean Gros",7,2007,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.7400003308,33,0,0,"White"
"2021","Antoine Jean Gros",8,2011,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.73913793,33,0,0,"White"
"2022","Anton Raphael Mengs",7,2007,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.4158358861,34,0,0,"White"
"2023","Anton Raphael Mengs",8,2011,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.5919970017,34,0,0,"White"
"2024","Antonio Sant'Elia",7,2007,"Italian","Other","Male","White","Not Hispanic or Latino origin","Janson",0.2321696472,35,0,0,"White"
"2025","Arshile Gorky",2,1977,"Armenian-American","Other","Male","White","Not Hispanic or Latino origin","Janson",0.848217538,37,7,8,"White"
"2026","Arshile Gorky",3,1986,"Armenian-American","Other","Male","White","Not Hispanic or Latino origin","Janson",0.8632950738,37,8,8,"White"
"2027","Arshile Gorky",4,1991,"Armenian-American","Other","Male","White","Not Hispanic or Latino origin","Janson",0.3802341009,37,8,8,"White"
"2028","Arshile Gorky",5,1995,"Armenian-American","Other","Male","White","Not Hispanic or Latino origin","Janson",0.3680499838,37,8,8,"White"
"2029","Arshile Gorky",6,2001,"Armenian-American","Other","Male","White","Not Hispanic or Latino origin","Janson",0.3520818104,37,9,8,"White"
"2030","Arshile Gorky",7,2007,"Armenian-American","Other","Male","White","Not Hispanic or Latino origin","Janson",0.5552023456,37,9,12,"White"
"2031","Arshile Gorky",8,2011,"Armenian-American","Other","Male","White","Not Hispanic or Latino origin","Janson",0.6703086735,37,9,13,"White"
"2032","Arthur Dove",4,1991,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.1824647541,39,3,7,"White"
"2033","Arthur Dove",5,1995,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.1703331413,39,3,7,"White"
"2034","Arthur Dove",6,2001,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.16895518,39,3,7,"White"
"2035","Arthur Dove",7,2007,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.3458293003,39,3,8,"White"
"2036","Arthur Dove",8,2011,"American","American","Male","White","Not Hispanic or Latino origin","Janson",0.5303613017,39,3,9,"White"
"2037","Aubrey Beardsley",1.1,1969,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.3136406078,40,1,0,"White"
"2038","Aubrey Beardsley",2,1977,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.3259583538,40,2,0,"White"
"2039","Aubrey Beardsley",3,1986,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.3197451393,40,2,0,"White"
"2040","Aubrey Beardsley",4,1991,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.3100880514,40,2,0,"White"
"2041","Aubrey Beardsley",5,1995,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.2881808554,40,2,0,"White"
"2042","Aubrey Beardsley",6,2001,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.2996474442,40,2,0,"White"
"2043","Aubrey Beardsley",7,2007,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.2745292903,40,2,0,"White"
"2044","Aubrey Beardsley",8,2011,"British","British","Male","White","Not Hispanic or Latino origin","Janson",0.3289417198,40,2,0,"White"
"2045","Audrey Flack",3,1986,"American","American","Female","White","Not Hispanic or Latino origin","Janson",0.6236962464,41,0,1,"White"
"2046","Audrey Flack",4,1991,"American","American","Female","White","Not Hispanic or Latino origin","Janson",0.3851655807,41,0,1,"White"
"2047","Audrey Flack",5,1995,"American","American","Female","White","Not Hispanic or Latino origin","Janson",0.3572921012,41,0,1,"White"
"2048","Audrey Flack",6,2001,"American","American","Female","White","Not Hispanic or Latino origin","Janson",0.3363357545,41,0,1,"White"
"2049","August Sander",3,1986,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.2775717131,42,3,0,"White"
"2050","August Sander",4,1991,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.2761628711,42,3,0,"White"
"2051","August Sander",5,1995,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.2625901346,42,3,0,"White"
"2052","August Sander",6,2001,"German","German","Male","White","Not Hispanic or Latino origin","Janson",0.2468981568,42,3,0,"White"
"2053","Auguste Renoir",1,1963,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.2576548173,43,1,0,"White"
"2054","Auguste Renoir",1.1,1969,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.2561821564,43,1,0,"White"
"2055","Auguste Renoir",2,1977,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.2817494273,43,1,0,"White"
"2056","Auguste Renoir",3,1986,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.4682762497,43,1,0,"White"
"2057","Auguste Renoir",4,1991,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.3309193025,43,1,0,"White"
"2058","Auguste Renoir",5,1995,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.34457824,43,1,0,"White"
"2059","Auguste Renoir",6,2001,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.5182027003,43,1,0,"White"
"2060","Auguste Renoir",7,2007,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.497968324,43,1,0,"White"
"2061","Auguste Renoir",8,2011,"French","French","Male","White","Not Hispanic or Latino origin","Janson",0.5630592857,43,1,0,"White"
"2062","Augustus Washington",7,2007,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Janson",0.2480140938,44,0,0,"Non-White"
"2063","Augustus Washington",8,2011,"American","American","Male","Black or African American","Not Hispanic or Latino origin","Janson",0.3812584943,44,0,0,"Non-White"
